BKG_NO,SHIPPER_CODE,POR,POL,CONSIGNEE_CODE,POD,DEL,HS_CODE,CM_DESCRIPTION_ORIGINAL,CM_DESCRIPTION_PROCESSED,CM_DESCRIPTION_VERIFIED,CM_DESCRIPTION_OPTIONAL_USER_INPUT
BKKAE3171800,TH106717,"LAEMCHABANG,THAILAND","LAEMCHABANG,THAILAND",JP109541,"YOKOHAMA,JAPAN","YOKOHAMA,JAPAN",330300,"SAID TO CONTAIN
1 X 20' CONTAINER
2,000 CARTONS
AXE FRAGRANCE BODY SPRAY
H.S.CODE :3303.00.00
N.W. : 7,416.00 KGS.
CLASS 2.1/UN1950
""FREIGHT PREPAID""","AXE FRAGRANCE BODY SPRAY
CLASS 2.1/UN1950",AXE FRAGRANCE BODY SPRAY,AXE FRAGRANCE BODY SPRAY
SGZA05412900,TH105424,"SONGKHLA,THAILAND","SONGKHLA,THAILAND",BE500079,ROTTERDAM,"ANTWERP,BELGIUM",401519,"1 CONT (20'F)
1,033 CARTONS
1,308,500 PIECES OF NITRILE GLOVE
HS CODE: 4015.19.1010
Country of Origin : Thailand","1 CONT (20'F)
NITRILE GLOVE
COUNTRY OF ORIGIN : THAILAND","1 CONT (20'F)
NITRILE GLOVE
COUNTRY OF ORIGIN : THAILAND",NITRILE GLOVE
BKKAD1938900,TH200131,"LAEMCHABANG, THAILAND","LAEMCHABANG, THAILAND",JP501955,"TOKYO,JAPAN.","TOKYO,JAPAN.",392321,"PLASTIC BAGS
HIGH DENSITY POLYETHYLENE BAGS,
POLYPROPYLENE BAGS,
BIAXIAL ORIENTED POLYPROPYLENE
(HS.3923.21,3923.29)
L/C NO.LC004000008372

FREIGHT PREPAID","PLASTIC BAGS
HIGH DENSITY POLYETHYLENE BAGS,
POLYPROPYLENE BAGS,
BIAXIAL ORIENTED POLYPROPYLENE
L/C NO.LC004000008372","HIGH DENSITY POLYETHYLENE BAGS,",HIGH DENSITY POLYETHYLENE BAGS
BKKAD9482400,TH104459,LAEM CHABANG,"LAEM CHABANG, THAILAND",ID500543,"JAKARTA, INDONESIA",JAKARTA,740710,"SAID TO CONTAIN :-

H.S.CODE: 7407.10.40
HIGH CONDUCTIVITY COPPER BUS BARS OC-ETP
AS PER PO NO.012/SIZE-OC/PA/VII/20
INVOICE NO.

'FREIGHT PREPAID'

ONLY ""CY/CY""
23,036.00
KGS

OC-ETP","HIGH CONDUCTIVITY COPPER BUS BARS
OC-ETP
AS PER PO
NO.012/SIZE-OC/PA/VII/20
INVOICE NO.
ONLY
23,036.00
KGS
OC-ETP",HIGH CONDUCTIVITY COPPER BUS BARS,HIGH CONDUCTIVITY COPPER BUS BARS
BKKAD8432500,TH106494,BANGKOK THAILAND,"LAEM CHABANG, THAILAND",US145333,"LONG BEACH, CA, U.S.A.","LONG BEACH, CA, U.S.A.",190230,"DETAILS AS PER ATTACH SHEET

""SHIPPER'S LOAD, COUNT & SEALED""

"" FREIGHT COLLECT ""
KGS./25.20 CBM.
KGS./25.20 CBM.
KGS./25.20 CBM.",KGS./25.20 CBM.,NOODLES,NOODLES
BKKAD8432500,TH106494,BANGKOK THAILAND,"LAEM CHABANG, THAILAND",US145333,"LONG BEACH, CA, U.S.A.","LONG BEACH, CA, U.S.A.",190230,"DETAILS AS PER ATTACH SHEET

""SHIPPER'S LOAD, COUNT & SEALED""

"" FREIGHT COLLECT ""
KGS./25.20 CBM.
KGS./25.20 CBM.
KGS./25.20 CBM.",KGS./25.20 CBM.,NOODLES,NOODLES
BKKAD8432500,TH106494,BANGKOK THAILAND,"LAEM CHABANG, THAILAND",US145333,"LONG BEACH, CA, U.S.A.","LONG BEACH, CA, U.S.A.",190230,"DETAILS AS PER ATTACH SHEET

""SHIPPER'S LOAD, COUNT & SEALED""

"" FREIGHT COLLECT ""
KGS./25.20 CBM.
KGS./25.20 CBM.
KGS./25.20 CBM.",KGS./25.20 CBM.,NOODLES,NOODLES
BKKAC1372711,TH100275,LAT KARBANG,LAEM CHABANG,JP104124,"SHIMIZU,JAPAN","SHIMIZU,JAPAN",160232,"- EX CHURU FOR DOG IN BOTTLE (PD-01) 20G
- CUSHION 40G
- SPARE EMPTY CARTON
HS CODE : 160232
INV.NO. EX2007-6
FREIGHT PREPAID
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS COMPANY LIMITED
BOOKING NO. BKKAC1372700","EX CHURU FOR DOG IN BOTTLE
(PD-01) 20G
CUSHION 40G
SPARE EMPTY CARTON
INV.NO. EX2007-6
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS
COMPANY LIMITED
BOOKING NO. BKKAC1372700",CHURU FOR DOG IN BOTTLE,CHURU FOR DOG IN BOTTLE
BKKAC1372709,TH100275,LAT KARBANG,LAEM CHABANG,JP104124,"SHIMIZU,JAPAN","SHIMIZU,JAPAN",160232,"- CHURU 50 P TUNA SELECTION (TSC-11) 14G
- CUSHION 27G
- SPARE EMPTY CARTON
HS CODE : 160232
INV.NO. EX2007-2
FREIGHT PREPAID
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS COMPANY LIMITED
BOOKING NO. BKKAC1372700","CHURU 50 P TUNA SELECTION
(TSC-11) 14G
CUSHION 27G
SPARE EMPTY CARTON
INV.NO. EX2007-2
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS
COMPANY LIMITED
BOOKING NO. BKKAC1372700",TUNA SELECTION,TUNA SELECTION
BKKAD9631700,TH107356,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP106929,"TOKYO ,JAPAN","TOKYO ,JAPAN",761010,"""CY/CY SAID TO CONTAIN""

ALUMINIUM WINDOW FRAME & GLASS
ALUMINIUM FABRICATION BAR
ALUMINIUM BRACKET
ALUMINIUM FITTING
ALUMINIUM JOINT
LASHING BELT

16 PACKAGES

""FREIGHT PREPAID""
(1) 40'HQ CONTAINER ONLY","ALUMINIUM WINDOW FRAME & GLASS
ALUMINIUM FABRICATION BAR
ALUMINIUM BRACKET
ALUMINIUM FITTING
ALUMINIUM JOINT
LASHING BELT
(1) 40'HQ CONTAINER ONLY",ALUMINIUM WINDOW FRAME & GLASS,ALUMINIUM WINDOW FRAME & GLASS
LCBA15569600,TH108564,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",VN105328,"HOCHIMINH, VIETNAM","HOCHIMINH, VIETNAM",845011,"108 PIECES
SAMSUNG BRAND WASHING MACHINE
INVOICE NO.9015042564
PO NO.5300550809 DD 08.07.2020
H.S.CODE : 845011","SAMSUNG BRAND WASHING MACHINE
INVOICE NO.9015042564
PO NO.5300550809 DD 08.07.2020",WASHING MACHINE,WASHING MACHINE
BKKAD8129800,TH100707,LAEM CHABANG,"LAEM CHABANG, THAILAND Port of",IN139621,"SHEVA, INDIA",NHAVA SHEVA,,"""SHIPPER'S LOAD & COUNT""

DAYS**
NOT SHOW ON BL.**","DAYS
NOT SHOW ON BL.",COMPERLAN,COMPERLAN
BKKAC8637400,TH201341,BANGKOK,"LAEM CHABANG, THAILAND",JP203582,"OSAKA, JAPAN","OSAKA, OSAKA",130239,"FREIGHT PREPAID. SHIPPER'S LOAD AND COUNT.
1 X 40' DRY CONTAINER SAID TO CONTAIN :
22 PALLETS 22 TONS OF
TAMARIND KERNEL POWDER
FOR THICKENER
L/C NO. LC010500002400

""FREIGHT PREPAID""

HS-CODE 1302.39","22 TONS
TAMARIND KERNEL POWDER
FOR THICKENER
L/C NO. LC010500002400",TAMARIND KERNEL POWDER,TAMARIND KERNEL POWDER
BKKAD9752400,TH102981,"LAT KRABANG,THAILAND","LAEM CHABANG,THAILAND",JP102352,"KOBE,JAPAN","KOBE,JAPAN",870894,"SAID TO CONTAIN:

RACK HOUSING(LHD)JGF33-000980
RACK HOUSING(RHD)JGF33-000990

INVOICE NO.N2004381

HS.CODE:8708.94.95

FREIGHT PREPAID","RACK HOUSING(LHD)JGF33-000980
RACK HOUSING(RHD)JGF33-000990
INVOICE NO.N2004381",RACK HOUSING,RACK HOUSING
BKKAC1372710,TH100275,LAT KARBANG,LAEM CHABANG,JP104124,"SHIMIZU,JAPAN","SHIMIZU,JAPAN",160232,"- CHURU 50 P TUNA SELECTION (TSC-11) 14G
- CUSHION 27G
- SPARE EMPTY CARTON
HS CODE : 160232
INV.NO. EX2007-3
FREIGHT PREPAID
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS COMPANY LIMITED
BOOKING NO. BKKAC1372700","CHURU 50 P TUNA SELECTION
(TSC-11) 14G
CUSHION 27G
SPARE EMPTY CARTON
INV.NO. EX2007-3
BL ON BOARD JULY 27,2020
TRANSHIPMENT
SHIPPER : THAI INABA FOODS
COMPANY LIMITED
BOOKING NO. BKKAC1372700",TUNA SELECTION,TUNA SELECTION
SGZA05850800,TH107105,"SONGKHLA ,THAILAND","SONGKHLA ,THAILAND.",JP113693,"SHIMIZU , JAPAN","SHIMIZU , JAPAN",160300,"SAID TO BE :

-FISH EXTRACT (SD-2)
(260 KGS. x 75 DRUMS)
INVOICE NO. TN-1604/20

HS CODE NO. 1603.00","SAID TO BE :
FISH EXTRACT (SD-2)
INVOICE NO. TN-1604/20",FISH EXTRACT,FISH EXTRACT
BKKAE0165800,TH102290,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",US117194,"TACOMA , WA , U.S.A.","TACOMA , WA , U.S.A.",160414,"2,240 PRCL # : 0045877
1 CONTAINER
CANNED TUNA CHUNK LIGHT IN WATER
WITH VB 48X5 OZ. (Auxis thazard)
CAN DIMENSION 307 X 106
H.S.CODE: 1604.14
FCE NUMBER:12029
U.S.FDA REGISTRATION NO.:14210385050

FREIGHT COLLECT
CONTAINERNO. & SEAL NO.
XXXXXX/XXXXX

________________AT ____________ BY _________.","2,240 PRCL # : 0045877
1 CONTAINER
CANNED TUNA CHUNK LIGHT IN WATER
WITH VB 48X5 OZ. (AUXIS THAZARD)
CAN DIMENSION 307 X 106
FCE NUMBER:12029
U.S.FDA REGISTRATION
NO.:14210385050
CONTAINERNO. & SEAL NO.
XXXXXX/XXXXX
______________AT ____________ BY
_________.","CANNED TUNA CHUNK LIGHT IN WATER
WITH VB",CANNED TUNA CHUNK LIGHT IN WATER WITH VB
LCBA15300300,TH109253,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",IN522000,"PIPAVAV, INDIA","TUGHLAKABAD, INDIA",3907,"20 PACKAGES

MAKROLON AL2647
550396
CD.PP-BIGBAG 800KG MTP-PAL
Polycarbonate Resin (PC)
Country of origin: Thailand
PO/SU 2602434626
HS CODE : 3907

IEC NO. 0591038331
GSTIN NO. 06AAACF1034E1ZD
PAN AAACF1034E
EMAIL apoorv@ekagrataenterprises.co
PHONE NO. 9999430093

"" FREIGHT PREPAID ""","MAKROLON AL2647
550396
CD.PP-BIGBAG  MTP-PAL
POLYCARBONATE RESIN (PC)
COUNTRY OF ORIGIN: THAILAND
PO/SU 2602434626
IEC NO. 0591038331
GSTIN NO. 06AAACF1034E1ZD
PAN AAACF1034E
EMAIL
APOORV@EKAGRATAENTERPRISES.CO
PHONE NO. 9999430093",Polycarbonate Resin (PC),Polycarbonate Resin (PC)
LCBA15013400,TH109253,LAEM CHABANG,LAEM CHABANG,PH100811,"MANILA NORTH PORT, PHILIPPINES","MANILA NORTH PORT, PHILIPPINES",390740,"20 PACKAGES

550115
PE-BAG 25KG CP1-HT-PAL 1500KG
Polycarbonate Resin (PC)
Country of origin: Thailand
PO/SU 2602429897,2602429898
HS CODE : 3907
BL Nature Code: 23","550115
PE-BAG  CP1-HT-PAL
POLYCARBONATE RESIN (PC)
COUNTRY OF ORIGIN: THAILAND
PO/SU 2602429897,2602429898
BL NATURE CODE: 23",Polycarbonate Resin (PC),Polycarbonate Resin (PC)
BKKAD5394900,TH503023,"BANGKOK,THAILAND","LAEM CHABANG,THAILAND",ID105155,"JAKARTA,INDONESIA","JAKARTA,INDONESIA",480592,"5X40HC
PLASTERBOARD LINER - IVORY PAPER
GGH 170 GSM : 1250 MM.
HS CODE : 4805.92.90
PO.NO.O2-20000170

FREIGHT PREPAID

PLS SHOW AGENT AT DESTINATION","PLASTERBOARD LINER - IVORY PAPER
GGH 170 GSM : 1250 MM.
PO.NO.O2-20000170",PLASTERBOARD LINER - IVORY PAPER,PLASTERBOARD LINER - IVORY PAPER
SGZA05413300,TH105424,"SONGKHLA,THAILAND","SONGKHLA,THAILAND",BE500876,ROTTERDAM,"ANTWERP,BELGIUM",401519,"1 CONT (40'F HC)
2,240 CARTONS
3,039,600 PIECES OF NITRILE GLOVE
HS CODE: 4015.19.1010
Country of Origin : Thailand","1 CONT (40'F HC)
NITRILE GLOVE
COUNTRY OF ORIGIN : THAILAND",NITRILE GLOVE,NITRILE GLOVE
BKKAD0840700,TH108094,"LAT KRABANG, THAILAND","LAEM CHABANG, THAILAND",JM100087,KINGSTON,"KINGSTON, JAMAICA",210690,"COCONUT MILK POWDER
PACKING : 12 X 12 X 50 G
TOTAL : 1 X 40 FT HQ
PO NO. 455306/0

G.W. 16,837.60 KGM
N.W. 11,656.80 KGM

INVOICE NO. B056/20

""FREIGHT PAYABLE IN JAMAICA""
PAYER: B. TERFLOTH + CIE (CANADA) INC.
(PAYING VIA THE AGENT IN JAMAICA)

HS CODE: 21069099

*** ALSO NOTIFY:
B. TERFLOTH + CIE (CANADA) INC.
ALEXIS NIHON COMPLEX, TOWER 2, 3500 DE
MAISONNEUVE BOUL. WEST, SUITE 2360,
WESTMOUNT, QUEBEC, H3Z 3C1 CANADA
ATT.: TOBIAS KOIKARAN TEL : +1-514-939-2341
Tax ID : 120855630RT0001","COCONUT MILK POWDER
PACKING : 12 X 12 X 50 G
PO NO. 455306/0
INVOICE NO. B056/20
FREIGHT PAYABLE IN JAMAICA""
PAYER: B. TERFLOTH + CIE (CANADA)
INC.
(PAYING VIA THE AGENT IN JAMAICA)
* ALSO NOTIFY:
B. TERFLOTH + CIE (CANADA) INC.
ALEXIS NIHON COMPLEX, TOWER 2,
3500 DE
MAISONNEUVE BOUL. WEST, SUITE
2360,
WESTMOUNT, QUEBEC, H3Z 3C1 CANADA
ATT.: TOBIAS KOIKARAN
TEL : +1-514-939-2341
TAX ID : 120855630RT0001",COCONUT MILK POWDER,COCONUT MILK POWDER
LCBA15307300,TH109253,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",IN503900,NHAVA SHEVA INDIA,NHAVA SHEVA INDIA,3907,"14 PACKAGES

MAKROLON 2405
010354 MAS056
PE-BAG 25KG CP1-HT-PAL 1500KG
PC Compounded Plastic
Country of origin: Thailand
PO/SU 2602425020,2602425031
HS CODE : 3907

IEC Code: 0396009662
GST: 27AAACB2419H1Z0
STO No. 2413598732 Item 10-20

"" FREIGHT PREPAID ""","MAKROLON 2405
010354 MAS056
PE-BAG  CP1-HT-PAL
PC COMPOUNDED PLASTIC
COUNTRY OF ORIGIN: THAILAND
PO/SU 2602425020,2602425031
IEC CODE: 0396009662
GST: 27AAACB2419H1Z0
STO NO. 2413598732 ITEM 10-20",MAKROLON,MAKROLON
BKKAD9719700,TH503022,"LAEM CHABANG PORT, THAILAND","LAEM CHABANG PORT, THAILAND",CA202561,"VANCOUVER, BC","CALGARY, AB, CANADA",390110,"( 1 X 40' HQ )
24.000 MT ( 960 BAG(S) = 16 PALLET(S))
PI# 1202005024// LLDPE INNOPLUS LL9641UP
(24MT)
LOADING IN 1 X 40' HIGH CUBE CONTAINER
FINAL DESTINATION IS VANCOUVER, BC,
CANADA
FREIGHT COLLECT

SHIPPED ON BOARD DATE 04/08/2020
BY YM TRIUMPH V.001E
AT LAEM CHABANG PORT, THAILAND

"" PLS, SHOW AGENT AT DESTINATION""","PI# 1202005024// LLDPE INNOPLUS
LL9641UP
LOADG HIGH CUBE
FINAL DESTINATION IS VANCOUVER,
BC,
CANADA
SHIPPED ON BOARD DATE 04/08/2020
BY YM TRIUMPH V.001E
AT LAEM CHABANG PORT, THAILAND",LLDPE INNOPLUS,LLDPE INNOPLUS
BKKAD9450600,TH503022,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",MY102219,"PORT KLANG, MALAYSIA","PORT KLANG, MALAYSIA",390110,"( 1 X 40' HQ )
24.750 MT (990 BAG(S) = 18 PALLET(S))
24.75MT LLDPE INNOPLUS LL7610D1

FREIGHT PREPAID

SHIPPED ON BOARD DATE 05/08/2020
BY X-PRESS JERSEY V.20008W
AT LAEM CHABANG, THAILAND

"" PLS, SHOW AGENT AT DESTINATION""","LLDPE INNOPLUS LL7610D1
SHIPPED ON BOARD DATE 05/08/2020
BY X-PRESS JERSEY V.20008W
AT LAEM CHABANG, THAILAND",LLDPE INNOPLUS,LLDPE INNOPLUS
BKKAD9908700,TH503022,"LAEM CHABANG PORT, THAILAND","LAEM CHABANG PORT, THAILAND",CA202561,"VANCOUVER, BC, CANADA","VANCOUVER, BC, CANADA",390110,"( 1 X 40' FCL )
24.000 MT ( 960 BAG(S) = 16 PALLET(S))
PI# 1202005024 // LLDPE INNOPLUS LL9641UP
(24MT) LOADING IN 1 X 40' HIGH CUBE
CONTAINER FINAL DESTINATION IS
VANCOUVER,BC,CANADA

FREIGHT COLLECT

SHIPPED ON BOARD DATE 04/08/2020
BY YM TRIUMPH V.001E
AT LAEM CHABANG PORT, THAILAND

"" PLS, SHOW AGENT AT DESTINATION""","PI# 1202005024 // LLDPE INNOPLUS
LL9641UP
LOADG HIGH CUBE
CONTAINER FINAL DESTINATION IS
VANCOUVER,BC,CANADA
SHIPPED ON BOARD DATE 04/08/2020
BY YM TRIUMPH V.001E
AT LAEM CHABANG PORT, THAILAND",LLDPE INNOPLUS,LLDPE INNOPLUS
SGZA05255700,TH103848,"SONGKHLA, THAILAND","SONGKHLA, THAILAND",US103761,"CHARLESTON, SOUTH CAROLINA, USA","CHARLESTON, SOUTH CAROLINA, USA",400510,"COMPOUND RUBBER
H.S. 4005-10-1000
TOTAL 154 PALLETS
ORIGIN: THAILAND

TCLU3601390 SMPT LOT NO.664057
NYKU3920070 SMPT LOT NO.664058
KKTU8201107 SMPT LOT NO.664059
TRHU3207990 SMPT LOT NO.664060
TCLU3931730 SMPT LOT NO.664061
NYKU3298921 SMPT LOT NO.664062
BSIU2996660 SMPT LOT NO.664063
TCLU6870520 SMPT LOT NO.664064
TEMU5273831 SMPT LOT NO.664065
KKTU7956496 SMPT LOT NO.664066
NYKU3848437 SMPT LOT NO.664067

""FREIGHT PREPAID BY SMPT PTE LTD IN SINGAPORE""","COMPOUND RUBBER
TOTAL
ORIGIN: THAILAND
TCLU3601390 SMPT LOT NO.664057
NYKU3920070 SMPT LOT NO.664058
KKTU8201107 SMPT LOT NO.664059
TRHU3207990 SMPT LOT NO.664060
TCLU3931730 SMPT LOT NO.664061
NYKU3298921 SMPT LOT NO.664062
BSIU2996660 SMPT LOT NO.664063
TCLU6870520 SMPT LOT NO.664064
TEMU5273831 SMPT LOT NO.664065
KKTU7956496 SMPT LOT NO.664066
NYKU3848437 SMPT LOT NO.664067",COMPOUND RUBBER,COMPOUND RUBBER
BKKAE2150400,TH102290,BANGKOK,"LAEM CHABANG,THAILAND",US117194,"SAVANNAH , U.S.A.","SAVANNAH, GA",160414,"2,352 PRCL # : 0046505
1 CONTAINER
CANNED TUNA CHUNK LIGHT IN WATER
WITH VB 48X5 OZ. (Auxis thazard)
CAN DIMENSION 307 X 106

H.S.CODE: 1604.14
FCE NUMBER:12029
U.S.FDA REGISTRATION NO.:14210385050
FREIGHT COLLECT
CONTAINERNO. & SEAL NO.
XXXXX

________________AT ____________ BY _________.","2,352 PRCL # : 0046505
1 CONTAINER
CANNED TUNA CHUNK LIGHT IN WATER
WITH VB 48X5 OZ. (AUXIS THAZARD)
CAN DIMENSION 307 X 106
FCE NUMBER:12029
U.S.FDA REGISTRATION
NO.:14210385050
CONTAINERNO. & SEAL NO.
XXXXX
______________AT ____________ BY
_________.",CANNED TUNA CHUNK LIGHT IN WATER,CANNED TUNA CHUNK LIGHT IN WATER
BKKAD9436300,TH100940,LAT KRABANG,"LAEM CHABANG, THAILAND",CN254316,"YANTIAN ,SHENZHEN, CHINA","YANTIAN ,SHENZHEN, CHINA",20714,"FROZEN CHICKEN PAW 32 G. UP
(H.S.CODE :020714*NOT SHOW ON B/L*)
DETAILS AS PER INVOICE NO. M20/06584
NET WEIGHT 23,004.00 KGS.
FREIGHT PREPAID
STOWED IN REFRIGERATED CONTAINER AT -18 DEGREE CELCIUS
(54.76 CBMS)","FROZEN CHICKEN PAW 32 G. UP
DETAILS AS PER INVOICE NO.
M20/06584
STOWED IN REFRIGERATED CONTAINER
AT -18 DEGREE CELCIUS",FROZEN CHICKEN PAW,FROZEN CHICKEN PAW
LCBA15296300,TH109253,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",IN532006,"PIPAVAV, INDIA","ICD TUGHLAKABAD, NEW DELHI, INDIA",390740,"20 PACKAGES

MAKROLON AL2647
550396
CD.PP-BIGBAG 800KG MTP-PAL
Polycarbonate Resin (PC)
Country of origin: Thailand
PO/SU 2602433914

H.S.CODE : 390740
IEC NO. 0591038331
GSTIN NO. 08AAACF1034E1Z9
PAN AAACF1034E
CONTACT PERSON : Apoorv Agarwal
EMAIL: apoorv@ekagrataenterprises.co
PHONE NO. +919999430093","MAKROLON AL2647
550396
CD.PP-BIGBAG  MTP-PAL
POLYCARBONATE RESIN (PC)
COUNTRY OF ORIGIN: THAILAND
PO/SU 2602433914
IEC NO. 0591038331
GSTIN NO. 08AAACF1034E1Z9
PAN AAACF1034E
CONTACT PERSON : APOORV AGARWAL
EMAIL:
APOORV@EKAGRATAENTERPRISES.CO
PHONE NO. +919999430093",Polycarbonate Resin (PC),Polycarbonate Resin (PC)
SGZA05556400,TH108800,SONGKHLA THAILAND,SONGKHLA THAILAND,CA102803,"VANCOUVER, CANADA","VANCOUVER, CANADA",160420,"FROZEN FISH PASTE(SURIMI) BASED PRODUCTS
FROZEN FISH PUFF MUSHROOM PO
NO.2007241THP
FROZEN FISH TOFU STYLE PO NO.2007243THP
FROZEN TOFU STYLE FISH PO NO.2007242THP

TOTAL
H.S. CODE 160420
TOTAL : TWO THOUSAND NINE HUNDRED FIFTY (2,950) CARTONS ONLY)
INV. NO. 2995100069

THE GOODS ARE STOWED IN REFRIGERATED CONTAINER AT MINUS 20 DEGREE CELSIUS","FROZEN FISH PASTE(SURIMI) BASED
PRODUCTS
FROZEN FISH PUFF MUSHROOM PO
NO.2007241THP
FROZEN FISH TOFU STYLE PO
NO.2007243THP
FROZEN TOFU STYLE FISH PO
NO.2007242THP
TOTAL
TOTAL : TWO THOUSAND NINE HUNDRED
FIFTY (2,950) CARTONS ONLY)
INV. NO. 2995100069
THE GOODS ARE STOWED IN
REFRIGERATED CONTAINER AT MINUS
20 DEGREE CELSIUS",FROZEN FISH PASTE,FROZEN FISH PASTE
LCBA15295900,TH109253,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",IN522000,"PIPAVAV, INDIA","ICD TUGHLAKABAD, NEW DELHI, INDIA",390740,"20 PACKAGES

MAKROLON AL2647
550396
CD.PP-BIGBAG 800KG MTP-PAL
Polycarbonate Resin (PC)
Country of origin: Thailand
PO/SU 2602434923

HS CODE : - 39074000
IEC NO. 0591038331
GSTIN NO. 06AAACF1034E1ZD
PAN AAACF1034E
CONTACT PERSON : Apoorv Agarwal
Email: apoorv@ekagrataenterprises.co
PHONE NO. 9999430093","MAKROLON AL2647
550396
CD.PP-BIGBAG  MTP-PAL
POLYCARBONATE RESIN (PC)
COUNTRY OF ORIGIN: THAILAND
PO/SU 2602434923
IEC NO. 0591038331
GSTIN NO. 06AAACF1034E1ZD
PAN AAACF1034E
CONTACT PERSON : APOORV AGARWAL
EMAIL:
APOORV@EKAGRATAENTERPRISES.CO
PHONE NO. 9999430093",POLYCARBONATE RESIN,Polycarbonate Resin
BKKAD8463900,TH106717,"LAEMCHABANG,THAILAND","LAEMCHABANG,THAILAND",JP103260,"KOBE,JAPAN","KOBE,JAPAN",330749,"SAID TO CONTAIN

1 X 20' CONTAINER
10 PALLETS ( 909 CARTONS)
FBRZ MMIST 300MLX9 SK GRN CLS
GDN SALV (GCAS 82291380) F03907
N.W. 3,264.22 KGS.
H.S.CODE 3307.49.00
""FREIGHT PREPAID""
REQUEST : ALL THE LOCAL CHARGE AT DESTINATION PORT PAY AT BANGKOK","FBRZ MMIST 300MLX9 SK GRN CLS
GDN SALV (GCAS 82291380) F03907
REQUEST : ALL THE LOCAL CHARGE AT
DESTINATION PORT PAY AT BANGKOK",FBRZ MMIST,FBRZ MMIST
LCBA15314800,TH115587,"LAEM CHABANG,THAILAND","LAEM CHABANG, THAILAND",BR500793,"MANAUS, BRAZIL","MANAUS, BRAZIL",8504,"10 PLASTIC PALLETS (101 CARTONS)
PCBA

INVOICE NO.HE20200764
SIPC SR#

NCM CODE : 85044029
PACKING TYPE : PLASTIC PALLET
WOODEN : NOT APPLICABLE","PALLETS
PCBA
INVOICE NO.HE20200764
SIPC SR
PACKING TYPE : PLASTIC PALLET
WOODEN : NOT APPLICABLE",Printed Circuit Board Assembly,Printed Circuit Board Assembly
BKKAD7629500,TH503022,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",JP501247,"OSAKA, JAPAN","OSAKA, JAPAN",,"( 2 X 40' HQ )
48.000 MT ( 60 BAG(S) = 30 PALLET(S) )
PEHD 5000S

FREIGHT PREPAID

SHIPPED ON BOARD DATE 03/08/2020
BY NYK JOANNA V.136N
AT LAEM CHABANG, THAILAND

"" PLS, SHOW AGENT AT DESTINATION""","PEHD 5000S
SHIPPED ON BOARD DATE 03/08/2020
BY NYK JOANNA V.136N
AT LAEM CHABANG, THAILAND",PEHD,PEHD
LCBA13752500,TH108277,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",VN103048,"HAI PHONG, VIETNAM","HAI PHONG, VIETNAM",841430,""" DAIKIN COMPRESSOR ""
COMPRESSOR AND PARTS
"" DAIKIN BRAND ""

( DETAILS AS PER INVOICE NO. E208001,E208002,E208003,E208004
,E208005,E208006,S208001)

HS CODE : 841430, 850300, 850110,
( Do not shown on BL )

FREIGHT COLLECT","DAIKIN COMPRESSOR ""
COMPRESSOR AND PARTS
DAIKIN BRAND ""
( DETAILS AS PER INVOICE NO.
E208001,E208002,E208003,E208004
E208005,E208006,S208001)
N ON BL )",AIR CONDITIONING,AIR CONDITIONING
